k_per_eff,y_per_eff,c_per_eff,A,k,y,c,ln_y,ln_c,g_y,case,Period
0.9680929064754429,0.9590994466080515,0.7063846912936192,1.0510030135867092,1.0174685621376067,1.0080164087144072,0.7424124393011111,0.00798444800319886,-0.2978503421263925,0.09362592636090299,shock with growth,4
1.13845952121582,1.0243329179505039,0.7544296835821829,1.068575670158966,1.2165301458320503,1.0945772342648488,0.8061652047216477,0.09036820128816132,-0.21546658884142997,0.08238375328496246,shock with growth,5
1.3125750087131216,1.0840674259692908,0.7984246438083155,1.086442139646138,1.4260368009123319,1.1777765337907575,0.8674421783653118,0.16362836756584972,-0.14220642256374158,0.0732601662776884,shock with growth,6
1.4887651619764202,1.1386648162562845,0.8386360742493509,1.1046073345683447,1.6445009173689835,1.2577775076516085,0.926363558649436,0.22934628067417218,-0.07648850945541914,0.06571791310832245,shock with growth,7
1.6655729991744201,1.1884625394912751,0.8753125101276933,1.1230762495825108,1.8705654773187022,1.3347340516211679,0.9830426910868634,0.28873205973802507,-0.01710273039156627,0.059385779063852895,shock with growth,8
1.8417362926759118,1.233774623255594,0.9086852353596051,1.1418539628556834,2.1029938843271245,1.4087904428351778,1.0375858369838145,0.34273149427223315,0.03689670414264191,0.05399943453420808,shock with growth,9
2.016167029508236,1.2748931643716506,0.9389693816756434,1.1609456374613127,2.3406603173009204,1.480081657406516,1.0900924073660845,0.39209726017732044,0.08626247004772915,0.04936576590508729,shock with growth,10
2.1879327902508114,1.3120899679569755,0.9663651357975483,1.1803565227988781,2.582540740418095,1.5487339521769872,1.1406553914440598,0.437437792117047,0.13160300198745573,0.045340531939726536,shock with growth,11
2.3562399396564713,1.3456181629402975,0.9910589292792213,1.2000919560372496,2.8277045980754254,1.614865533242272,1.189361848986883,0.47925169205792195,0.17341690192833067,0.04181389994087498,shock with growth,12
2.52041848716573,1.3757137207712344,1.0132245570490008,1.220157363582183,3.075307176423931,1.6785872265800648,1.236293404245634,0.517952503070179,0.21211771294058776,0.038700811012257086,shock with growth,13
2.6799084675549896,1.4025968507119044,1.033024205053497,1.2405582625683502,3.324582592352228,1.740003112203,1.2815267130122174,0.5538869018472519,0.24805211171766056,0.03593439877707283,shock with growth,14
2.834247696449395,1.4264732673380711,1.0506093837826898,1.261300262376318,3.5748373631710972,1.7992111063663128,1.3251338914201285,0.5873482945909554,0.2815135044613641,0.03346139274370352,shock with growth,15
2.9830607652180032,1.4475353360589118,1.0661217719547331,1.2823890661748885,3.8254445090508633,1.8563034878637412,1.3671829035657477,0.618587138164498,0.31275234803490665,0.031238843573542563,shock with growth,16
3.126049151401139,1.465963106650743,1.0796939777221086,1.3038304724892282,4.075838142095898,1.9113673699962153,1.407737909117191,0.6478188864455761,0.3419840963159847,0.029231748281078107,shock with growth,17
3.2629823326401906,1.481925246028056,1.091450225665224,1.3256303767952173,4.325508499093953,1.9644851222745172,1.446859573901816,0.6752301866990856,0.3693953965694944,0.027411300253509574,shock with growth,18
3.3936898033250706,1.4955798812873478,1.101506977701182,1.3477947731404536,4.573997378581584,2.0157347468131075,1.4846053471233913,0.7009837675510692,0.39514897742147786,0.025753580851983537,shock with growth,19
3.5180539035286325,1.5070753632427087,1.109973495434069,1.370329755792362,4.820893946486756,2.0651902144730663,1.521029708934162,0.7252223357170829,0.4193875455874917,0.024238568166013774,shock with growth,20
3.6741822536029156,1.5238722144485533,1.08219174566769,1.3932415209138584,5.119023271124434,2.123122041736672,1.5077544736544757,0.752887666578392,0.4106214404508253,0.027665330861309068,shock with growth,21
3.8232823104895033,1.5382697295050298,1.0924162722418445,1.416536368267032,5.415818438960388,2.1790150160481647,1.5474473789172718,0.7788729471953535,0.43660672106778675,0.02598528061696148,shock with growth,22
3.9652125581015905,1.5504221001884635,1.1010463890713353,1.4402207029453118,5.710781217756651,2.2329500069953756,1.585749804443716,0.8033235843384233,0.46105735821085664,0.02445063714306983,shock with growth,23
4.0998850611586555,1.5604740647540876,1.108184883347641,1.4643010371345955,6.003465947187253,2.2850037914410484,1.6227162740228316,0.8263676836187732,0.4841014574912064,0.023044099280349895,shock with growth,24
4.227258812495182,1.568561566551352,1.1139282964797188,1.4887839919038233,6.2934752496771935,2.3352493505972363,1.6583986159277013,0.8481186736837408,0.5058524475561741,0.021750990064967612,shock with growth,25
4.347333762825663,1.5748123548355557,1.1183673507658616,1.5136762990254917,6.580456080742514,2.3837561369271034,1.6928461524582132,0.8686774524135421,0.5264112262859754,0.020558778729801275,shock with growth,26
4.460145465676709,1.5793465342517825,1.121587339614725,1.5389848028266038,6.864096090072442,2.4305903146103596,1.7261058707097825,0.8881341556734645,0.5458679295458978,0.019456703259922437,shock with growth,27
4.565760277048155,1.5822770686188818,1.123668485312114,1.5647164620705694,7.144120267365132,2.4758149768247284,1.7582225768777666,0.9065696253842654,0.5643033992566987,0.0184354697108009,shock with growth,28
4.664271055465854,1.5837102439035966,1.124686267806281,1.5908783518705687,7.420287849397116,2.51949034266189,1.7892390360991173,0.9240566360936187,0.5817904099660518,0.017487010709353212,shock with growth,29
4.755793313526688,1.58374609463894,1.124711727532823,1.6174776656349081,7.692389467005252,2.5616739361149947,1.8191960995619951,0.9406609260991626,0.5983946999715959,0.016604290005543976,shock with growth,30
4.840461776888962,1.5824787974951158,1.1238117449126586,1.6445217170449022,7.9602445126196555,2.60242074924382,1.848132820378993,0.9564420692638099,0.6141758431362432,0.015781143164647293,shock with growth,31
4.918427310998131,1.5799970352438435,1.122049298824613,1.672017942065825,8.223698710735444,2.641783391338516,1.8760865595171312,0.971454216114715,0.6291879899871482,0.015012146850905128,shock with growth,32
4.989854179718912,1.5763843339566825,1.1194837060698797,1.6999739009914843,8.482621875275422,2.679812225658204,1.9030930829040174,0.985746727015186,0.6434805008876192,0.0142925109004709,shock with growth,33
5.0549176035235295,1.5717193759349999,1.1161708436020918,1.728397280522982,8.736905839197817,2.716555495111332,1.9291866506808981,0.9993647157024235,0.6570984895748567,0.013617988687237514,shock with growth,34
5.113801588007872,1.5660762905747883,1.112163355087624,1.75729589588223,8.986462542962265,2.752059438065542,1.954400099446093,1.0123495179721422,0.6700832918445755,0.012984802269718765,shock with growth,35
5.166696996313392,1.5595249251162742,1.1075108431808942,1.7866776929608041,9.231222269600726,2.7863683953216154,1.9787649182235152,1.0247390975281587,0.6824728714005919,0.012389579556016495,shock with growth,36
5.213799841557403,1.5521310970097548,1.1022600487442649,1.816550750504727,9.471132015162526,2.8195249091547954,2.002311318797771,1.0365683988261087,0.694302172698542,0.011829301297950012,shock with growth,37
5.255309777649232,1.5439568294401338,1.0964550181079367,1.8469232823357797,9.706153984227235,2.8515698152143156,2.025068300977447,1.047869654995015,0.7056034288674483,0.011301256168906315,shock with growth,38
5.291428768921001,1.5350605713886014,1.0901372593487602,1.8778036396099544,9.936264201016677,2.8825423279752522,2.0470637132795226,1.0586726575199576,0.7164064313923909,0.010803002524942595,shock with growth,39
5.322359920853796,1.5254974034671873,1.0833458884655176,1.9092003131136666,10.161451227397698,2.9124801203536395,2.0683243094687693,1.0690049932388725,0.7267387671113058,0.010332335718914898,shock with growth,40
5.34830645585313,1.5153192306372465,1.0761177662397132,1.9411219355983613,10.38171497975884,2.9414193980239918,2.0888758013350173,1.0788922532892808,0.7366260271617141,0.009887260050408297,shock with growth,41
5.369470819540638,1.5045749628137486,1.0684876264933567,1.9735772841541532,10.597065637373987,2.969394968916294,2.108742908047076,1.0883582178924605,0.7460919917648937,0.00946596460317961,shock with growth,42
5.386053904398069,1.4933106842612733,1.060488196387072,2.0065752826231527,10.80752263544109,2.996440308315738,2.1279494023839063,1.0974250202490536,0.7551587941214868,0.009066802356593184,shock with growth,43
